index,prediction
10830,81.0 centimetre
10831,179.0 centimetre
10832,176.0 milligram
10833,148.0 centimetre
10834,46.0 centimetre
10835,150.0 inch
10836,149.0 centimetre
10837,157.0 volt
10838,120.0 gram
10839,44.0 centimetre
10840,94.0 centimetre
10841,143.0 gram
10842,13.0 watt
10843,149.0 volt
10844,70.0 watt
10845,110.0 volt
10846,77.0 centimetre
10847,147.0 volt
10848,182.0 centimetre
10849,173.0 centimetre
10850,151.0 millilitre
10851,186.0 centimetre
10852,193.0 centimetre
10853,122.0 kilogram
10854,75.0 inch
10855,178.0 centimetre
10856,133.0 kilogram
10857,177.0 centimetre
10858,181.0 volt
10859,17.0 centimetre
10860,182.0 centimetre
10861,161.0 gram
10862,192.0 volt
10863,166.0 gram
10864,54.0 volt
10865,86.0 watt
10866,161.0 centimetre
10867,170.0 gram
10868,148.0 inch
10869,71.0 centimetre
10870,172.0 centimetre
10871,142.0 centimetre
10872,11.0 gram
10873,165.0 centimetre
10874,141.0 centimetre
10875,75.0 gram
10876,62.0 centimetre
10877,121.0 centimetre
10878,173.0 centimetre
10879,70.0 millimetre
10880,173.0 millimetre
10881,120.0 inch
10882,177.0 gram
10883,13.0 gram
10884,67.0 kilogram
10885,44.0 centimetre
10886,53.0 centimetre
10887,135.0 centimetre
10888,12.0 kilogram
10889,72.0 watt
10890,41.0 volt
10891,125.0 gram
10892,169.0 centimetre
10893,87.0 centimetre
10894,58.0 centimetre
10895,116.0 centimetre
10896,100.0 centimetre
10897,178.0 centimetre
10898,81.0 volt
10899,28.0 milligram
10900,27.0 kilogram
10901,9.0 centimetre
10902,41.0 kilogram
10903,136.0 centimetre
10904,164.0 centimetre
10905,43.0 kilogram
10906,66.0 watt
10907,112.0 volt
10908,14.0 centimetre
10909,147.0 centimetre
10910,35.0 gram
10911,157.0 gram
10912,79.0 gram
10913,179.0 kilogram
10914,49.0 millimetre
10915,106.0 millimetre
10916,25.0 millimetre
10917,165.0 gram
10918,172.0 gram
10919,153.0 volt
10920,55.0 volt
10921,114.0 inch
10922,130.0 centimetre
10923,89.0 centimetre
10924,157.0 gram
10925,74.0 kilogram
10926,177.0 gram
10927,21.0 centimetre
10928,112.0 centimetre
10929,53.0 gram
10930,116.0 pound
10931,169.0 gram
10932,149.0 volt
10933,46.0 watt
10934,115.0 gram
10935,163.0 inch
10936,137.0 centimetre
10937,23.0 centimetre
10938,98.0 inch
10939,165.0 inch
10940,56.0 centimeter 
10941,166.0 watt
10942,165.0 centimetre
10943,140.0 pound
10944,118.0 kilogram
10945,35.0 millimetre
10946,54.0 millimetre
10947,88.0 pound
10948,76.0 gram
10949,98.0 gram
10950,54.0 centimeter 
10951,129.0 watt
10952,101.0 centimetre
10953,138.0 centimetre
10954,162.0 centimetre
10955,81.0 milligram
10956,26.0 centimetre
10957,180.0 millilitre
10958,133.0 litre
10959,125.0 volt
10960,30.0 volt
10961,191.0 volt
10962,96.0 centimetre
10963,129.0 centimetre
10964,19.0 gram
10965,21.0 kilogram
10966,71.0 gram
10967,31.0 centimetre
10968,29.0 centimetre
10969,53.0 centimetre
10970,184.0 centimetre
10971,171.0 millimetre
10972,158.0 kilogram
10973,162.0 centimetre
10974,42.0 kilogram
10975,194.0 centimetre
10976,161.0 pound
10977,46.0 inch
10978,173.0 inch
10979,26.0 inch
10980,27.0 gram
10981,49.0 centimetre
10982,39.0 centimetre
10983,89.0 gram
10984,170.0 volt
10985,124.0 volt
10986,80.0 centimetre
10987,98.0 centimetre
10988,104.0 kilogram
10989,71.0 kilogram
10990,78.0 centimetre
10991,78.0 milligram
10992,149.0 kilogram
10993,129.0 centimetre
10994,147.0 centimetre
10995,18.0 volt
10996,14.0 kilogram
10997,56.0 inch
10998,174.0 centimetre
10999,94.0 gram
11000,186.0 centimetre
11001,112.0 centimetre
11002,95.0 kilogram
11003,21.0 volt
11004,146.0 gram
11005,41.0 kilogram
11006,40.0 pound
11007,200.0 gram
11008,60.0 gram
11009,98.0 centimetre
11010,117.0 kilogram
11011,159.0 centimetre
11012,185.0 centimetre
11013,53.0 centimetre
11014,146.0 centimetre
11015,52.0 centimetre
11016,36.0 centimetre
11017,150.0 gram
11018,74.0 centimetre
11019,18.0 centimetre
11020,47.0 centimetre
11021,97.0 centimetre
11022,172.0 centimetre
11023,171.0 centimetre
11024,160.0 centimetre
11025,149.0 gram
11026,174.0 millimetre
11027,104.0 centimetre
11028,134.0 centimeter 
11029,105.0 watt
11030,124.0 centimetre
11031,163.0 centimetre
11032,111.0 inch
11033,83.0 centimetre
11034,9.0 centimetre
11035,84.0 gram
11036,56.0 inch
11037,20.0 pound
11038,131.0 milligram
11039,190.0 centimetre
11040,11.0 centimetre
11041,141.0 inch
11042,74.0 centimetre
11043,173.0 millimetre
11044,57.0 inch
11045,68.0 centimetre
11046,52.0 centimetre
11047,169.0 centimetre
11048,14.0 volt
11049,55.0 kilogram
11050,54.0 kilogram
11051,55.0 watt
11052,24.0 volt
11053,133.0 kilogram
11054,130.0 centimetre
11055,89.0 centimetre
11056,182.0 centimetre
11057,11.0 centimetre
11058,156.0 centimetre
11059,57.0 centimetre
11060,76.0 centimetre
11061,71.0 watt
11062,146.0 centimeter 
11063,195.0 inch
11064,180.0 centimetre
11065,48.0 centimetre
11066,119.0 centimetre
11067,148.0 gram
11068,110.0 milligram
11069,139.0 gram
11070,169.0 pound
11071,154.0 volt
11072,120.0 watt
11073,103.0 volt
11074,123.0 gram
11075,72.0 foot
11076,9.0 centimetre
11077,54.0 centimetre
11078,28.0 volt
11079,78.0 watt
11080,22.0 gram
11081,38.0 millimetre
11082,61.0 millimetre
11083,182.0 pound
11084,183.0 centimetre
11085,196.0 centimetre
11086,52.0 gram
11087,17.0 inch
11088,149.0 centimetre
11089,84.0 gram
11090,128.0 centimetre
11091,197.0 centimetre
11092,118.0 millimetre
11093,198.0 millimetre
11094,140.0 millimetre
11095,182.0 centimetre
11096,112.0 centimetre
11097,8.0 milligram
11098,141.0 centimetre
11099,51.0 inch
11100,166.0 centimetre
11101,176.0 centimetre
11102,28.0 centimetre
11103,90.0 centimetre
11104,133.0 centimetre
11105,22.0 centimetre
11106,148.0 centimetre
11107,47.0 centimetre
11108,156.0 centimetre
11109,147.0 centimetre
11110,40.0 centimetre
11111,10.0 centimetre
11112,196.0 centimetre
11113,148.0 watt
11114,199.0 gram
11115,59.0 centimetre
11116,153.0 centimetre
11117,157.0 centimetre
11118,6.0 gram
11119,190.0 centimetre
11120,72.0 kilogram
11121,140.0 inch
11122,184.0 inch
11123,44.0 centimetre
11124,94.0 centimetre
11125,198.0 centimetre
11126,185.0 centimetre
11127,72.0 centimetre
11128,172.0 gram
11129,86.0 pound
11130,69.0 centimetre
11131,170.0 inch
11132,130.0 centimetre
11133,147.0 kilogram
11134,75.0 volt
11135,32.0 watt
11136,72.0 gram
11137,11.0 watt
11138,138.0 volt
11139,9.0 millimetre
11140,5.0 centimetre
11141,155.0 centimetre
11142,95.0 centimetre
11143,6.0 volt
11144,109.0 kilogram
11145,16.0 kilogram
11146,170.0 kilogram
11147,102.0 centimetre
11148,65.0 millimetre
11149,144.0 centimetre
11150,170.0 gram
11151,30.0 centimetre
11152,26.0 centimetre
11153,159.0 centimetre
11154,161.0 centimetre
11155,37.0 centimetre
11156,121.0 centimetre
11157,99.0 centimetre
11158,74.0 centimetre
11159,194.0 centimetre
11160,29.0 millimetre
11161,84.0 volt
11162,169.0 centimetre
11163,78.0 gram
11164,151.0 gram
11165,167.0 centimetre
11166,188.0 centimetre
11167,124.0 inch
11168,16.0 centimetre
11169,27.0 centimetre
11170,154.0 centimetre
11171,127.0 centimetre
11172,103.0 gram
11173,56.0 centimetre
11174,49.0 metre
11175,86.0 inch
11176,99.0 gram
11177,173.0 gram
11178,99.0 pound
11179,132.0 gram
11180,86.0 centimetre
11181,127.0 volt
11182,36.0 gram
11183,162.0 centimetre
11184,21.0 gram
11185,196.0 gram
11186,143.0 centimetre
11187,114.0 inch
11188,173.0 centimetre
11189,81.0 centimetre
11190,153.0 centimetre
11191,109.0 centimetre
11192,112.0 centimetre
11193,193.0 gram
11194,160.0 pound
11195,184.0 volt
11196,168.0 inch
11197,7.0 volt
11198,62.0 watt
11199,21.0 centimetre
11200,41.0 volt
11201,162.0 centimetre
11202,197.0 kilogram
11203,156.0 gram
11204,59.0 centimetre
11205,19.0 volt
11206,172.0 watt
11207,59.0 gram
11208,32.0 kilogram
11209,76.0 centimetre
11210,62.0 centimetre
11211,112.0 inch
11212,186.0 millilitre
11213,161.0 watt
11214,113.0 volt
11215,57.0 centimetre
11216,72.0 centimetre
11217,38.0 centimetre
11218,154.0 centimetre
11219,132.0 watt
11220,62.0 volt
11221,114.0 gram
11222,46.0 centimetre
11223,174.0 centimetre
11224,14.0 pound
11225,59.0 watt
11226,123.0 volt
11227,183.0 centimetre
11228,37.0 centimetre
11229,12.0 centimetre
11230,80.0 centimetre
11231,189.0 centimetre
11232,79.0 gram
11233,31.0 centimetre
11234,56.0 centimetre
11235,48.0 centimetre
11236,116.0 watt
11237,186.0 centimeter 
11238,173.0 inch
11239,116.0 centimetre
11240,193.0 centimetre
11241,157.0 centimetre
11242,48.0 inch
11243,93.0 centimetre
11244,164.0 litre
11245,186.0 gram
11246,21.0 volt
11247,77.0 watt
11248,76.0 centimetre
11249,60.0 centimetre
11250,79.0 centimetre
11251,186.0 centimetre
11252,34.0 centimetre
11253,33.0 centimetre
11254,47.0 volt
11255,15.0 pound
11256,16.0 centimetre
11257,181.0 centimetre
11258,101.0 gram
11259,78.0 centimetre
11260,80.0 centimetre
11261,180.0 centimetre
11262,117.0 centimetre
11263,142.0 centimetre
11264,59.0 inch
11265,71.0 gram
11266,84.0 centimetre
11267,73.0 centimetre
11268,177.0 centimetre
11269,163.0 millimetre
11270,127.0 centimetre
11271,38.0 centimetre
11272,134.0 inch
11273,107.0 centimetre
11274,108.0 centimetre
11275,16.0 volt
11276,84.0 gram
11277,159.0 inch
11278,65.0 inch
11279,184.0 pound
11280,143.0 kilogram
11281,65.0 kilogram
11282,44.0 centimetre
11283,147.0 gram
11284,193.0 gram
11285,125.0 millimetre
11286,185.0 gram
11287,88.0 millimetre
11288,73.0 centimetre
11289,184.0 gram
11290,51.0 centimetre
11291,191.0 centimetre
11292,110.0 centimetre
11293,23.0 millimetre
11294,77.0 inch
11295,112.0 gram
11296,65.0 centimetre
11297,104.0 centimetre
11298,67.0 centimetre
11299,134.0 gram
11300,45.0 centimetre
11301,18.0 centimetre
11302,17.0 gram
11303,116.0 watt
11304,84.0 centimeter 
11305,190.0 gram
11306,154.0 inch
11307,52.0 milligram
11308,193.0 centimetre
11309,136.0 volt
11310,181.0 kilogram
11311,163.0 watt
11312,122.0 centimetre
11313,111.0 inch
11314,18.0 centimetre
11315,46.0 centimetre
11316,197.0 centimetre
11317,74.0 centimetre
11318,9.0 centimetre
11319,162.0 centimetre
11320,156.0 centimetre
11321,143.0 centimetre
11322,135.0 centimeter 
11323,15.0 watt
11324,78.0 millimetre
11325,186.0 millimetre
11326,113.0 millimetre
11327,94.0 centimetre
11328,74.0 centimetre
11329,179.0 gram
11330,106.0 centimetre
11331,148.0 centimetre
11332,95.0 watt
11333,118.0 centimeter 
11334,67.0 inch
11335,49.0 kilogram
11336,21.0 kilogram
11337,142.0 centimetre
11338,6.0 centimetre
11339,50.0 pound
11340,166.0 centimetre
11341,34.0 centimetre
11342,165.0 pound
11343,104.0 watt
11344,41.0 volt
11345,69.0 gram
11346,56.0 pound
11347,68.0 watt
11348,103.0 centimeter 
11349,19.0 centimetre
11350,11.0 centimetre
11351,110.0 gram
11352,108.0 centimetre
11353,11.0 centimetre
11354,94.0 centimetre
11355,92.0 centimetre
11356,189.0 centimetre
11357,40.0 gram
11358,101.0 volt
11359,158.0 centimetre
11360,91.0 inch
11361,22.0 volt
11362,66.0 watt
11363,168.0 centimeter 
11364,180.0 volt
11365,164.0 inch
11366,63.0 volt
11367,22.0 kilogram
11368,120.0 watt
11369,170.0 centimetre
11370,14.0 inch
11371,95.0 centimetre
11372,32.0 gram
11373,130.0 volt
11374,175.0 kilogram
11375,111.0 centimetre
11376,87.0 kilogram
11377,12.0 gram
11378,105.0 centimetre
11379,138.0 centimeter 
11380,163.0 watt
11381,65.0 kilogram
11382,33.0 centimetre
11383,198.0 centimetre
11384,176.0 volt
11385,143.0 watt
11386,36.0 centimetre
11387,124.0 centimetre
11388,6.0 centimetre
11389,173.0 centimetre
11390,127.0 kilogram
11391,150.0 ounce
11392,178.0 pound
11393,135.0 gram
11394,86.0 gram
11395,106.0 centimetre
11396,79.0 volt
11397,65.0 centimetre
11398,129.0 centimetre
11399,39.0 volt
11400,146.0 watt
11401,15.0 volt
11402,68.0 inch
11403,38.0 kilogram
11404,189.0 kilogram
11405,76.0 centimetre
11406,90.0 ounce
11407,108.0 centimetre
11408,55.0 gram
11409,148.0 gram
11410,147.0 watt
11411,13.0 volt
11412,98.0 centimetre
11413,173.0 centimetre
11414,125.0 watt
11415,45.0 volt
11416,170.0 inch
11417,101.0 fluid ounce
11418,134.0 inch
11419,123.0 inch
11420,17.0 inch
11421,83.0 centimetre
11422,103.0 centimetre
11423,69.0 gram
11424,177.0 gram
11425,117.0 centimetre
11426,23.0 centimetre
11427,152.0 volt
11428,100.0 watt
11429,171.0 centimetre
11430,127.0 centimetre
11431,175.0 centimetre
11432,11.0 centimetre
11433,16.0 inch
11434,137.0 centimetre
11435,143.0 centimetre
11436,161.0 centimetre
11437,116.0 centimetre
11438,129.0 centimetre
11439,132.0 centimetre
11440,196.0 centimetre
11441,134.0 gram
11442,58.0 centimetre
11443,59.0 inch
11444,67.0 gram
11445,25.0 volt
11446,26.0 volt
11447,11.0 centimetre
11448,17.0 inch
11449,115.0 centimetre
11450,30.0 ounce
11451,194.0 centimetre
11452,127.0 inch
11453,105.0 watt
11454,41.0 volt
11455,147.0 inch
11456,132.0 kilogram
11457,189.0 inch
11458,176.0 inch
11459,159.0 centimetre
11460,40.0 inch
11461,64.0 millimetre
11462,118.0 millimetre
11463,15.0 centimetre
11464,96.0 volt
11465,160.0 volt
11466,65.0 gram
11467,50.0 centimetre
11468,25.0 centimetre
11469,9.0 centimetre
11470,138.0 kilogram
11471,85.0 centimetre
11472,15.0 gram
11473,25.0 gram
11474,31.0 kilogram
11475,69.0 gram
11476,38.0 milligram
11477,23.0 milligram
11478,132.0 gram
11479,111.0 gram
11480,149.0 inch
11481,120.0 centimetre
11482,65.0 kilogram
11483,156.0 volt
11484,14.0 centimetre
11485,182.0 gram
11486,96.0 centimetre
11487,75.0 centimetre
11488,114.0 milligram
11489,35.0 ounce
11490,87.0 centimetre
11491,17.0 gram
11492,169.0 gram
11493,107.0 litre
11494,60.0 millimetre
11495,165.0 millimetre
11496,196.0 centimetre
11497,156.0 centimetre
11498,8.0 centimetre
11499,44.0 millimetre
11500,130.0 centimetre
11501,166.0 inch
11502,88.0 gram
11503,55.0 kilogram
11504,188.0 centimetre
11505,71.0 centimetre
11506,45.0 centimetre
11507,60.0 volt
11508,183.0 watt
11509,88.0 inch
11510,103.0 inch
11511,180.0 centimetre
11512,23.0 inch
11513,136.0 centimetre
11514,73.0 volt
11515,130.0 kilogram
11516,97.0 centimetre
11517,172.0 centimetre
11518,193.0 inch
11519,183.0 gram
11520,49.0 centimetre
11521,15.0 kilogram
11522,82.0 centimetre
11523,65.0 centimetre
11524,10.0 centimetre
11525,14.0 centimetre
11526,72.0 inch
11527,72.0 inch
11528,144.0 millimetre
11529,56.0 centimetre
11530,63.0 millimetre
11531,195.0 millimetre
11532,163.0 kilogram
11533,23.0 volt
11534,45.0 watt
11535,177.0 watt
11536,30.0 volt
11537,132.0 centimetre
11538,160.0 gram
11539,145.0 inch
11540,105.0 centimetre
11541,47.0 pound
11542,25.0 millimetre
11543,183.0 ounce
11544,23.0 gram
11545,86.0 centimetre
11546,41.0 millimetre
11547,160.0 centimetre
11548,182.0 centimetre
11549,134.0 centimetre
11550,61.0 centimetre
11551,86.0 centimetre
11552,168.0 centimetre
11553,40.0 watt
11554,50.0 volt
11555,69.0 centimetre
11556,112.0 inch
11557,52.0 gram
11558,56.0 centimetre
11559,27.0 gram
11560,162.0 volt
11561,100.0 watt
11562,110.0 centimetre
11563,8.0 centimetre
11564,34.0 volt
11565,33.0 inch
11566,153.0 centimetre
11567,44.0 centimetre
11568,133.0 centimetre
11569,10.0 centimetre
11570,121.0 gram
11571,25.0 gram
11572,186.0 pound
11573,75.0 centimetre
11574,181.0 centimetre
11575,182.0 centimetre
11576,189.0 inch
11577,172.0 inch
11578,148.0 centimetre
11579,34.0 centimetre
11580,169.0 watt
11581,8.0 volt
11582,136.0 gram
11583,144.0 pound
11584,78.0 gram
11585,15.0 gram
11586,81.0 watt
11587,29.0 gram
11588,63.0 volt
11589,109.0 centimetre
11590,134.0 centimetre
11591,139.0 centimetre
11592,78.0 centimetre
11593,76.0 centimetre
11594,200.0 centimetre
11595,187.0 centimetre
11596,39.0 inch
11597,37.0 centimetre
11598,148.0 inch
11599,195.0 kilogram
11600,119.0 inch
11601,90.0 inch
11602,148.0 millilitre
11603,156.0 centimetre
11604,80.0 millimetre
11605,176.0 gram
11606,130.0 kilogram
11607,11.0 volt
11608,77.0 litre
11609,92.0 centimetre
11610,8.0 centimetre
11611,53.0 volt
11612,94.0 watt
11613,24.0 inch
11614,154.0 kilogram
11615,187.0 gram
11616,129.0 volt
11617,63.0 inch
11618,120.0 centimetre
11619,102.0 centimetre
11620,180.0 centimetre
11621,59.0 centimetre
11622,66.0 centimetre
11623,148.0 centimetre
11624,170.0 centimetre
11625,193.0 millimetre
11626,162.0 millimetre
11627,28.0 centimetre
11628,38.0 centimetre
11629,155.0 centimetre
11630,69.0 volt
11631,23.0 watt
11632,181.0 gram
11633,23.0 centimetre
11634,152.0 millimetre
11635,156.0 centimetre
11636,183.0 pound
11637,163.0 centimetre
11638,84.0 foot
11639,196.0 centimetre
11640,29.0 millimetre
11641,137.0 centimetre
11642,103.0 gram
11643,182.0 inch
11644,59.0 watt
11645,101.0 volt
11646,114.0 centimetre
11647,90.0 kilogram
11648,136.0 centimetre
11649,124.0 inch
11650,6.0 millimetre
11651,67.0 millimetre
11652,111.0 centimetre
11653,98.0 inch
11654,44.0 centimetre
11655,46.0 gram
11656,171.0 millimetre
11657,11.0 inch
11658,70.0 volt
11659,134.0 volt
11660,118.0 watt
11661,163.0 centimetre
11662,188.0 centimetre
11663,32.0 centimetre
11664,23.0 centimetre
11665,69.0 centimetre
11666,48.0 centimetre
11667,105.0 inch
11668,182.0 centimetre
11669,68.0 centimetre
11670,109.0 centimetre
11671,44.0 millimetre
11672,165.0 gram
11673,70.0 gram
11674,101.0 volt
11675,168.0 watt
11676,8.0 milligram
11677,56.0 centimetre
11678,197.0 volt
11679,56.0 watt
11680,39.0 volt
11681,55.0 watt
11682,126.0 centimetre
11683,123.0 centimetre
11684,134.0 centimetre
11685,147.0 millimetre
11686,30.0 kilogram
11687,71.0 watt
11688,8.0 volt
11689,72.0 centimetre
11690,14.0 centimetre
11691,16.0 inch
11692,108.0 centimetre
11693,81.0 inch
11694,86.0 volt
11695,129.0 pound
11696,174.0 milligram
11697,185.0 volt
11698,153.0 kilogram
11699,187.0 centimetre
11700,75.0 centimetre
11701,175.0 gram
11702,116.0 gram
11703,105.0 volt
11704,73.0 watt
11705,7.0 millilitre
11706,113.0 centimeter 
11707,36.0 watt
11708,54.0 gram
11709,129.0 centimetre
11710,22.0 centimetre
11711,168.0 centimetre
11712,8.0 inch
11713,94.0 centimetre
11714,155.0 centimetre
11715,182.0 centimetre
11716,44.0 millimetre
11717,27.0 inch
11718,146.0 centimetre
11719,69.0 centimetre
11720,190.0 gram
11721,51.0 milligram
11722,56.0 inch
11723,183.0 centimetre
11724,141.0 centimetre
11725,146.0 inch
11726,155.0 millimetre
11727,30.0 millimetre
11728,21.0 centimetre
11729,129.0 inch
11730,26.0 centimetre
11731,178.0 centimetre
11732,82.0 ounce
11733,95.0 millimetre
11734,35.0 millimetre
11735,132.0 volt
11736,172.0 gram
11737,28.0 millilitre
11738,91.0 centimetre
11739,16.0 gram
11740,197.0 inch
11741,54.0 centimetre
11742,24.0 centimetre
11743,31.0 centimetre
11744,33.0 centimeter 
11745,95.0 watt
11746,161.0 centimetre
11747,148.0 centimetre
11748,92.0 gram
11749,170.0 kilogram
11750,12.0 kilogram
11751,159.0 centimetre
11752,74.0 gram
11753,43.0 gram
11754,76.0 inch
11755,131.0 inch
11756,144.0 kilogram
11757,41.0 centimeter 
11758,92.0 watt
11759,139.0 watt
11760,97.0 volt
11761,163.0 centimetre
11762,139.0 centimetre
11763,60.0 centimetre
11764,100.0 centimetre
11765,48.0 inch
11766,181.0 millimetre
11767,80.0 volt
11768,199.0 centimetre
11769,196.0 inch
11770,57.0 watt
11771,112.0 volt
11772,169.0 volt
11773,195.0 pound
11774,108.0 watt
11775,126.0 gram
11776,6.0 kilogram
11777,13.0 watt
11778,128.0 millimetre
11779,190.0 watt
11780,170.0 gram
11781,90.0 volt
11782,71.0 centimetre
11783,59.0 centimetre
11784,149.0 centimetre
11785,109.0 millimetre
11786,95.0 kilogram
11787,13.0 centimetre
11788,158.0 centimetre
11789,21.0 centimetre
11790,57.0 pound
11791,69.0 centimetre
11792,52.0 centimetre
11793,42.0 inch
11794,87.0 volt
11795,144.0 kilogram
11796,151.0 centimetre
11797,107.0 volt
11798,8.0 kilogram
11799,161.0 inch
11800,172.0 kilogram
11801,176.0 inch
11802,46.0 volt
11803,199.0 ounce
11804,15.0 volt
11805,188.0 centimetre
11806,76.0 inch
11807,82.0 centimetre
11808,112.0 inch
11809,41.0 centimetre
11810,103.0 centimetre
11811,125.0 centimetre
11812,132.0 centimetre
11813,80.0 volt
11814,194.0 gram
11815,121.0 centimetre
11816,180.0 centimetre
11817,33.0 centimetre
11818,106.0 centimetre
11819,52.0 gram
11820,74.0 inch
11821,104.0 centimetre
11822,140.0 inch
11823,149.0 centimetre
11824,52.0 centimetre
11825,104.0 volt
11826,10.0 watt
11827,180.0 inch
11828,156.0 kilogram
11829,167.0 centimetre
11830,117.0 centimetre
11831,162.0 centimetre
11832,98.0 centimetre
11833,137.0 centimetre
11834,82.0 kilogram
11835,131.0 watt
11836,109.0 volt
11837,56.0 centimetre
11838,107.0 centimetre
11839,58.0 gram
11840,184.0 kilogram
11841,135.0 gram
11842,90.0 centimetre
11843,41.0 centimetre
11844,110.0 centimetre
11845,107.0 inch
11846,159.0 centimetre
11847,185.0 centimetre
11848,19.0 volt
11849,84.0 millilitre
11850,142.0 centimeter 
11851,30.0 watt
11852,175.0 centimetre
11853,79.0 inch
11854,70.0 inch
11855,17.0 gram
11856,93.0 kilogram
11857,134.0 gram
11858,113.0 centimetre
11859,126.0 litre
11860,175.0 kilogram
11861,36.0 watt
11862,179.0 centimeter 
11863,54.0 volt
11864,160.0 centimetre
11865,90.0 centimetre
11866,126.0 centimetre
11867,177.0 centimetre
11868,70.0 gram
11869,178.0 gram
11870,52.0 gram
11871,37.0 centimetre
11872,184.0 millilitre
11873,166.0 centimetre
11874,167.0 gram
11875,64.0 millimetre
11876,187.0 inch
11877,57.0 millimetre
11878,161.0 centimetre
11879,107.0 centimetre
11880,87.0 pound
11881,122.0 millimetre
11882,118.0 centimetre
11883,30.0 centimetre
11884,122.0 inch
11885,38.0 watt
11886,83.0 gram
11887,84.0 volt
11888,25.0 kilogram
11889,190.0 gram
11890,122.0 kilogram
11891,21.0 pound
11892,81.0 centimetre
11893,164.0 volt
11894,187.0 watt
11895,120.0 centimetre
11896,47.0 centimetre
11897,172.0 millimetre
11898,150.0 watt
11899,136.0 volt
11900,43.0 kilogram
11901,103.0 centimetre
11902,148.0 volt
11903,27.0 volt
11904,161.0 kilogram
11905,38.0 kilogram
11906,37.0 gram
11907,155.0 centimetre
11908,156.0 centimetre
11909,49.0 gram
11910,196.0 centimetre
11911,40.0 centimetre
11912,62.0 centimetre
11913,34.0 centimetre
11914,192.0 centimetre
11915,71.0 centimetre
11916,8.0 millimetre
11917,173.0 centimetre
11918,21.0 centimetre
11919,164.0 inch
11920,59.0 centimetre
11921,152.0 volt
11922,10.0 centimetre
11923,199.0 centimeter 
11924,59.0 watt
11925,69.0 kilogram
11926,22.0 centimetre
11927,33.0 kilogram
11928,40.0 watt
11929,144.0 volt
11930,18.0 gram
11931,77.0 watt
11932,197.0 volt
11933,64.0 centimetre
11934,73.0 centimetre
11935,57.0 inch
11936,143.0 centimetre
11937,181.0 gram
11938,38.0 millimetre
11939,167.0 volt
11940,132.0 centimetre
11941,176.0 centimetre
11942,163.0 centimetre
11943,185.0 centimetre
11944,122.0 gram
11945,30.0 pound
11946,84.0 centimetre
11947,107.0 inch
11948,189.0 inch
11949,40.0 kilogram
11950,141.0 gram
11951,174.0 centimetre
11952,183.0 centimetre
11953,69.0 centimetre
11954,114.0 centimetre
11955,181.0 millimetre
11956,185.0 inch
11957,30.0 centimetre
11958,75.0 centimetre
11959,7.0 centimetre
11960,172.0 volt
11961,78.0 gram
11962,186.0 gram
11963,70.0 centimetre
11964,150.0 inch
11965,105.0 centimetre
11966,10.0 centimetre
11967,158.0 centimetre
11968,192.0 kilogram
11969,174.0 millimetre
11970,85.0 inch
11971,35.0 centimetre
11972,105.0 gram
11973,92.0 milligram
11974,46.0 centimetre
11975,171.0 centimetre
11976,92.0 inch
11977,52.0 fluid ounce
11978,65.0 millimetre
11979,134.0 centimetre
11980,164.0 inch
11981,139.0 centimetre
11982,35.0 kilogram
11983,151.0 inch
11984,102.0 centimetre
11985,68.0 centimetre
11986,54.0 centimetre
11987,100.0 centimetre
11988,65.0 watt
11989,87.0 kilogram
11990,192.0 volt
11991,21.0 gram
11992,175.0 centimetre
11993,104.0 centimetre
11994,117.0 centimetre
11995,151.0 inch
11996,90.0 centimetre
11997,120.0 centimetre
11998,21.0 centimetre
11999,71.0 inch
12000,110.0 centimetre
12001,108.0 kilogram
12002,75.0 millilitre
12003,191.0 gram
12004,145.0 centimetre
12005,168.0 centimetre
12006,185.0 gram
12007,136.0 gram
12008,7.0 inch
12009,92.0 inch
12010,104.0 milligram
12011,49.0 volt
12012,122.0 centimetre
12013,190.0 centimetre
12014,73.0 volt
12015,77.0 kilogram
12016,58.0 inch
12017,100.0 centimetre
12018,137.0 centimetre
12019,69.0 centimetre
12020,114.0 kilogram
12021,43.0 milligram
12022,172.0 millimetre
12023,178.0 gram
12024,46.0 inch
12025,67.0 centimetre
12026,191.0 centimetre
12027,71.0 centimetre
12028,67.0 gram
12029,27.0 kilogram
12030,118.0 centimetre
12031,63.0 centimetre
12032,154.0 centimetre
12033,172.0 gram
12034,184.0 inch
12035,171.0 centimetre
12036,157.0 millimetre
12037,20.0 volt
12038,88.0 kilogram
12039,115.0 millimetre
12040,166.0 millimetre
12041,13.0 millimetre
12042,73.0 centimetre
12043,162.0 centimetre
12044,39.0 inch
12045,11.0 kilogram
12046,82.0 centimetre
12047,11.0 centimetre
12048,171.0 centimetre
12049,179.0 centimetre
12050,124.0 centimetre
12051,183.0 pound
12052,120.0 centimetre
12053,15.0 gram
12054,84.0 millimetre
12055,38.0 millimetre
12056,26.0 inch
12057,165.0 centimetre
12058,27.0 centimetre
12059,135.0 centimetre
12060,29.0 centimetre
12061,22.0 kilogram
12062,87.0 gram
12063,20.0 watt
12064,149.0 volt
12065,94.0 kilogram
12066,87.0 centimetre
12067,56.0 centimetre
12068,118.0 millimetre
12069,35.0 centimetre
12070,157.0 centimetre
12071,192.0 milligram
12072,38.0 volt
12073,72.0 gram
12074,103.0 volt
12075,61.0 volt
12076,157.0 inch
12077,18.0 centimetre
12078,194.0 centimetre
12079,11.0 gram
